#Organism/Name	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center
Pseudomonas fluorescens Pf0-1	PRJNA57591	57591	Proteobacteria	Gammaproteobacteria	6.43841	60.5	NC_007492.2	CP000094.2	-	-	-	1	5829	5722	2005/10/07	2012/05/30	Complete	DOE Joint Genome Institute
Pseudomonas fluorescens Pf-5	PRJNA57937	57937	Proteobacteria	Gammaproteobacteria	7.07489	63.3	NC_004129.6	CP000076.1	-	-	-	1	6273	6108	2002/08/21	2012/03/28	Complete	TIGR
Pseudomonas fluorescens WH6	PRJNA60611	60611	Proteobacteria	Gammaproteobacteria	6.27087	60.6	NZ_CM001025.1	CM001025.1	-	-	AEAZ01	1	5917	5862	2010/11/05	2010/11/30	Complete	Oregon State University
Pseudomonas fluorescens SBW25	PRJNA62971	62971	Proteobacteria	Gammaproteobacteria	7.14763	60.0658	NC_012660.1	AM181176.4	NC_009444.1	AM235768.1	-	2	6584	6395	2007/05/01	2011/02/14	Complete	Sanger Institute
Pseudomonas fluorescens Wayne1	PRJNA65793	65793	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Ohio State University
Pseudomonas fluorescens Q2-87	PRJNA67535	67535	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA - Agricultural Research Service, USA
Pseudomonas fluorescens Q8r1-96	PRJNA67537	67537	Proteobacteria	Gammaproteobacteria	13.2047	61	-	CM001512.1	-	-	AHPO01	5	11648	11430	-	-	Complete	USDA - Agricultural Research Service, USA
Pseudomonas fluorescens SS101	PRJNA67539	67539	Proteobacteria	Gammaproteobacteria	12.359	60	-	CM001513.1	-	-	AHPN01	1	10964	10744	-	-	Complete	USDA - Agricultural Research Service, USA
Pseudomonas fluorescens HK44	PRJNA67805	67805	Proteobacteria	Gammaproteobacteria	6.04145	58.7	-	-	-	-	AFOY01	131	-	-	2011/06/10	2011/06/10	Scaffolds or contigs	Center for Environmental Biotechnology
Pseudomonas fluorescens R124	PRJNA68653	68653	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Northern Kentucky University
Pseudomonas fluorescens PF28	PRJEA72803	72803	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Microbial Biotechnology Laboratory
Pseudomonas fluorescens 1206	PRJNA72849	72849	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Yunnan Academy of Tobacco Agricultural Sciences 
Pseudomonas fluorescens Wood1R	PRJEA73041	73041	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Ohio State Univeristy
Pseudomonas fluorescens CHA0	PRJNA78307	78307	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory
Pseudomonas fluorescens F113	PRJNA87037	87037	Proteobacteria	Gammaproteobacteria	6.84583	60.8	NC_016830.1	CP003150.1	-	-	-	1	5962	5862	2011/12/09	2012/06/16	Complete	Universidad Autónoma de Madrid
Pseudomonas fluorescens SBW25	PRJNA158693	158693	Proteobacteria	Gammaproteobacteria	6.72254	60.5	-	-	-	-	-	-	6106	5921	2008/01/09	2011/10/03	Complete	NCBI
Pseudomonas fluorescens A506	PRJNA165185	165185	Proteobacteria	Gammaproteobacteria	5.96257	60	NC_017911.1	CP003041.1	-	-	-	1	5428	5267	2012/05/11	2012/05/17	Complete	USDA-ARS
Pseudomonas fluorescens ICMP 11288	PRJNA168284	168284	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The New Zealand Institute for Plant & Food Research Limited
Pseudomonas fluorescens ICMP 3636	PRJNA168285	168285	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The New Zealand Institute for Plant & Food Research Limited
Xanthomonas campestris pv. vasculorum NCPPB 702	PRJNA55435	55435	Proteobacteria	Gammaproteobacteria	5.42534	56.9	-	-	-	-	ACHS01	97	4977	4926	2009/08/25	2011/07/05	Scaffolds or contigs	The Sainsbury Laboratory
Xanthomonas campestris pv. musacearum NCPPB 4381	PRJNA55437	55437	Proteobacteria	Gammaproteobacteria	4.78214	62	-	-	-	-	ACHT01	115	4510	4459	2009/08/25	2011/07/05	Scaffolds or contigs	The Sainsbury Laboratory
Xanthomonas campestris pv. campestris str. 8004	PRJNA57595	57595	Proteobacteria	Gammaproteobacteria	5.14871	65	NC_007086.1	CP000050.1	-	-	-	1	4368	4271	2005/05/25	2011/12/03	Complete	Chinese National HGC, Shanghai
Xanthomonas campestris pv. campestris str. ATCC 33913	PRJNA57887	57887	Proteobacteria	Gammaproteobacteria	5.07619	65.1	NC_003902.1	AE008922.1	-	-	-	1	4240	4179	2001/11/28	2011/12/05	Complete	Sao Paulo state (Brazil) Consortium
Xanthomonas campestris pv. campestris str. B100	PRJNA61643	61643	Proteobacteria	Gammaproteobacteria	5.079	65	NC_010688.1	AM920689.1	-	-	-	1	4574	4466	2008/02/12	2011/12/01	Complete	Bielefeld Univ
Xanthomonas campestris pv. musacearum 'Kenyan'	PRJNA71795	71795	Proteobacteria	Gammaproteobacteria	4.90788	63.1	-	-	-	-	AGFQ01	510	-	-	2011/11/02	2011/11/02	Scaffolds or contigs	International Institute of Tropical Agriculture
Xanthomonas campestris pv. musacearum NCPPB 6267	PRJNA73873	73873	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 2005	PRJNA73875	73875	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4379	PRJNA73877	73877	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4380	PRJNA73879	73879	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4384	PRJNA73881	73881	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4394	PRJNA73883	73883	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Exeter
Xanthomonas campestris pv. raphani 756C	PRJNA159539	159539	Proteobacteria	Gammaproteobacteria	4.94121	65.3	NC_017271.1	CP002789.1	-	-	-	1	4593	4516	2011/07/29	2012/04/17	Complete	Center for Bioinformatics and Computational Biology
Xanthomonas campestris JX	PRJNA162587	162587	Proteobacteria	Gammaproteobacteria	5.023	65.1	-	-	-	-	AJVO01	155	-	-	2012/05/22	2012/05/22	Scaffolds or contigs	Shanghai Jiao Tong University
Xanthomonas campestris pv. musacearum NCPPB 2251	PRJNA163287	163287	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4383	PRJNA163289	163289	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4387	PRJNA163291	163291	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4389	PRJNA163293	163293	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4395	PRJNA163295	163295	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4433	PRJNA163297	163297	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4434	PRJNA163299	163299	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4392	PRJNA163301	163301	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Exeter
Salmonella enterica subsp. enterica serovar Enteritidis str. LK5	PRJNA32	32	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Univ.IL-Urbana-Champaign
Salmonella enterica subsp. enterica serovar Pullorum	PRJNA33	33	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Univ.IL-Urbana-Champaign
Salmonella typhimurium DT104	PRJNA232	232	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Sanger Institute
Salmonella enterica subsp. enterica serovar Dublin	PRJNA240	240	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Univ.IL-Urbana-Champaign
Salmonella typhimurium TR7095	PRJNA280	280	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University (WashU)
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	PRJNA345	345	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Sanger Institute
Salmonella enterica subsp. diarizonae	PRJNA13031	13031	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University (WashU)
Salmonella enterica subsp. enterica serovar Paratyphi B str. ATCC BAA-1585	PRJNA28765	28765	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University Genome Sequencing Center
Salmonella enterica subsp. houtenae str. ATCC BAA-1581	PRJNA28767	28767	Proteobacteria	Gammaproteobacteria	4.67257	51.6	-	CM001471.1	-	CM001473.1,CM001472.1	AGRM01	3	4707	4562	2012/03/02	2012/03/06	Complete	Washington University Genome Sequencing Center
Salmonella enterica subsp. houtenae str. ATCC BAA-1580	PRJNA28769	28769	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. arizonae str. ATCC BAA-1577	PRJNA28771	28771	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. indica str. ATCC BAA-1578	PRJNA28773	28773	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University Genome Sequencing Center
Salmonella enterica subsp. enterica serovar Miami str. ATCC BAA-1586	PRJNA28775	28775	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. enterica serovar Paratyphi B str. ATCC BAA-1584	PRJNA28777	28777	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. salamae str. ATCC BAA-1583	PRJNA28779	28779	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. salamae str. ATCC BAA-1582	PRJNA28781	28781	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. diarizonae str. ATCC BAA-1579	PRJNA28783	28783	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. indica str. ATCC BAA-1576	PRJNA28785	28785	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. enterica serovar Muenster str. ATCC BAA-1575	PRJNA28787	28787	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University Genome Sequencing Center
Salmonella enterica subsp. enterica serovar Typhi str. Ty21a	PRJNA29739	29739	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Naval Medical Research Center
Salmonella enterica subsp. enterica serovar Enteritidis str. 48-0811	PRJNA31061	31061	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	WUGSC
Salmonella enterica subsp. enterica serovar Paratyphi C str. SARB 49	PRJNA31063	31063	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	PRJNA31109	31109	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Department of Microbiology, Chonnam National University Medical School, Republic of Korea
Salmonella enterica subsp. enterica serovar Brandenburg str. KMR12	PRJNA31183	31183	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Department of Microbiology, Republic of Korea
Salmonella enterica subsp. enterica serovar Indiana str. KMR53	PRJNA31185	31185	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Department of Microbiology, Republic of Korea
Salmonella enterica subsp. enterica serovar Panama str. KMR64	PRJNA31187	31187	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Department of Microbiology, Republic of Korea
Salmonella enterica subsp. enterica serovar Schwarzengrund str. KMR78	PRJNA31189	31189	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Department of Microbiology, Republic of Korea
Salmonella enterica subsp. enterica serovar Newport str. CVM36720	PRJNA33351	33351	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Maryland Institute for Genome Sciences
Salmonella enterica subsp. enterica serovar Poona str. SGSC4934	PRJNA33451	33451	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	WUGSC
Salmonella enterica subsp. enterica serovar Abortusovis str. SSM0041	PRJNA33453	33453	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	WUGSC
Salmonella enterica subsp. enterica serovar Muenchen str. SARB34	PRJNA33455	33455	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	WUGSC
Salmonella enterica subsp. enterica serovar Typhi str. SGSC2661	PRJNA33457	33457	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	WUGSC
Salmonella enterica subsp. enterica serovar Typhimurium	PRJNA33863	33863	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	WUGSC
Salmonella enterica subsp. enterica serovar Gallinarum str. 9184	PRJNA41263	41263	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	FDA
Salmonella enterica subsp. enterica serovar Rissen str. 150	PRJNA41461	41461	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	FDA
Salmonella enterica subsp. enterica serovar Dublin str. SL1438	PRJNA41463	41463	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	FDA
Salmonella enterica subsp. enterica serovar Dublin str. HWS51	PRJNA41465	41465	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	FDA
Salmonella enterica subsp. enterica serovar Enteritidis str. SE8a	PRJNA41915	41915	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	FDA
Salmonella enterica subsp. enterica serovar Enteritidis str. 20037	PRJNA41917	41917	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	FDA
Salmonella enterica subsp. enterica serovar Enteritidis str. SE10	PRJNA41919	41919	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	FDA
Salmonella enterica subsp. enterica serovar Enteritidis str. 436	PRJNA41921	41921	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	FDA
Salmonella enterica subsp. enterica serovar Enteritidis str. 18569	PRJNA41929	41929	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	FDA
Salmonella enterica subsp. enterica serovar Enteritidis str. 13-1	PRJNA41931	41931	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	FDA
Salmonella enterica subsp. enterica serovar Enteritidis str. PT23	PRJNA41933	41933	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 315996572	PRJNA46535	46535	Proteobacteria	Gammaproteobacteria	4.64899	52.2	-	-	-	-	AESH01	50	4445	4370	2011/02/08	2011/10/11	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 316111868	PRJNA46537	46537	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 495297-1	PRJNA46539	46539	Proteobacteria	Gammaproteobacteria	4.64876	52.2	-	-	-	-	AESI01	51	4460	4387	2011/02/08	2011/10/11	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 495297-3	PRJNA46541	46541	Proteobacteria	Gammaproteobacteria	4.64869	52.2	-	-	-	-	AESJ01	39	4446	4375	2011/02/08	2011/10/11	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 495297-4	PRJNA46543	46543	Proteobacteria	Gammaproteobacteria	4.64937	52.2	-	-	-	-	AESK01	44	4445	4376	2011/02/08	2011/10/11	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 515920-1	PRJNA46545	46545	Proteobacteria	Gammaproteobacteria	4.65068	52.2	-	-	-	-	AESL01	39	4438	4367	2011/02/08	2011/10/11	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 515920-2	PRJNA46547	46547	Proteobacteria	Gammaproteobacteria	4.65151	52.2	-	-	-	-	AESM01	34	4446	4375	2011/02/08	2011/10/11	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 531954	PRJNA46549	46549	Proteobacteria	Gammaproteobacteria	4.32445	52.5	-	-	-	-	AESN01	132	4154	4063	2011/02/08	2011/10/11	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Tennessee	PRJNA46571	46571	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Michigan State University
Salmonella enterica subsp. enterica serovar Montevideo str. NC_MB110209-0054	PRJNA46903	46903	Proteobacteria	Gammaproteobacteria	4.65098	52.2	-	-	-	-	AESO01	89	4448	4392	2011/02/08	2011/10/11	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. OH_2009072675	PRJNA46905	46905	Proteobacteria	Gammaproteobacteria	4.65074	52.2	-	-	-	-	AESP01	116	4475	4414	2011/02/08	2011/10/11	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. CASC_09SCPH15965	PRJNA46907	46907	Proteobacteria	Gammaproteobacteria	4.74289	52.1	-	-	-	-	AESQ01	69	4582	4521	2011/02/08	2011/10/11	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. SARB31	PRJNA46911	46911	Proteobacteria	Gammaproteobacteria	4.64827	52.3	-	-	-	-	AESR01	55	4481	4409	2011/12/16	2012/03/19	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. ATCC BAA710	PRJNA46913	46913	Proteobacteria	Gammaproteobacteria	4.41939	52.3	-	-	-	-	AESS01	193	4288	4185	2011/12/16	2012/03/19	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. LQC 10	PRJNA46915	46915	Proteobacteria	Gammaproteobacteria	4.60706	52.2	-	-	-	-	AEST01	53	4417	4350	2011/12/16	2012/03/19	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. SARB30	PRJNA46917	46917	Proteobacteria	Gammaproteobacteria	4.74476	52.2	-	-	-	-	AESU01	61	4606	4544	2011/12/16	2012/03/19	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Tennessee str. 4535	PRJNA46931	46931	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 19N	PRJNA48457	48457	Proteobacteria	Gammaproteobacteria	4.64645	52.2	-	-	-	-	AESV01	60	4455	4389	2011/02/08	2012/03/19	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 29N	PRJNA48459	48459	Proteobacteria	Gammaproteobacteria	4.5761	52.3	-	-	-	-	AESW01	78	4393	4329	2011/12/16	2012/03/19	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 42N	PRJNA48461	48461	Proteobacteria	Gammaproteobacteria	4.70985	52.3	-	-	-	-	AESX01	80	4558	4494	2011/12/16	2012/03/19	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 80959-06	PRJNA48463	48463	Proteobacteria	Gammaproteobacteria	4.64653	48.1	-	-	-	-	AHHR01	50	4452	4379	2011/12/30	2011/12/30	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 4441 H	PRJNA49127	49127	Proteobacteria	Gammaproteobacteria	4.62566	52.2	-	-	-	-	AESY01	73	4444	4381	2011/12/16	2012/03/19	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. 81038-01	PRJNA49129	49129	Proteobacteria	Gammaproteobacteria	4.65017	52.2	-	-	-	-	AESZ01	39	4443	4377	2011/02/08	2011/10/11	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Montevideo str. MD_MDA09249507	PRJNA49405	49405	Proteobacteria	Gammaproteobacteria	4.64872	52.2	-	-	-	-	AETA01	44	4455	4385	2011/02/08	2011/10/11	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Newport str. CVM 35185	PRJNA49407	49407	Proteobacteria	Gammaproteobacteria	4.705	51.9	-	-	-	-	AHTJ01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Newport str. CVM 35199	PRJNA49409	49409	Proteobacteria	Gammaproteobacteria	4.747	52.1	-	-	-	-	AHTK01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Newport str. CVM 21539	PRJNA49411	49411	Proteobacteria	Gammaproteobacteria	4.711	52.1	-	-	-	-	AHTL01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Newport str. CVM 33953	PRJNA49413	49413	Proteobacteria	Gammaproteobacteria	4.798	52.2	-	-	-	-	AHTM01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Newport str. CVM 35188	PRJNA49415	49415	Proteobacteria	Gammaproteobacteria	4.708	52.1	-	-	-	-	AHTN01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Newport str. CVM 21559	PRJNA49417	49417	Proteobacteria	Gammaproteobacteria	4.742	52.2	-	-	-	-	AHTO01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Newport str. CVM 19447	PRJNA49621	49621	Proteobacteria	Gammaproteobacteria	4.663	52.2	-	-	-	-	AHTP01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Newport str. CVM 19449	PRJNA49623	49623	Proteobacteria	Gammaproteobacteria	4.696	52.1	-	-	-	-	AHTQ01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Newport str. CVM 19567	PRJNA49625	49625	Proteobacteria	Gammaproteobacteria	4.663	52.2	-	-	-	-	AHTR01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	FDA
Salmonella enterica subsp. enterica serovar Newport str. CVM 35202	PRJNA49627	49627	Proteobacteria	Gammaproteobacteria	4.955	52.1	-	-	-	-	AHTS01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	FDA
